,IndexX,IndexY,ImageX,ImageY,R,oldG,oldB,RX,RY,Well_ID,Hash,G,B
274,8,1,410,626,10279.36,3008.3599999999997,8186.044,410.0,626.0,155.0,-8822300283999198673,2844.63912,7975.4588
275,8,1,351,626,5639.703999999999,6096.28,11412.916000000005,351.0,626.0,75.0,-8822300284241528865,5868.02168,10986.176400000004
276,8,1,908,625,11240.992,3205.4799999999996,9019.656,908.0,625.0,157.0,-8822300284001528771,3025.0868799999994,8795.272400000002
277,8,1,174,625,1335.2639999999997,1324.84,19970.647999999997,174.0,625.0,196.0,-8822300284084247250,925.42704,19877.9092
278,8,1,878,624,9660.28,2804.9600000000005,7636.740000000002,878.0,624.0,9.0,-8822300284164635631,2652.2252000000003,7440.392800000001
279,8,1,57,620,1273.6640000000002,1207.96,18315.664,57.0,620.0,34.0,-8822300284119198720,841.64672,18231.1068
280,8,1,617,602,10586.184,3059.7999999999997,8448.728,617.0,602.0,259.0,-8822300284455897881,2890.8254399999996,8234.542
283,8,1,412,602,10310.999999999998,2997.3999999999996,8161.156000000001,412.0,602.0,155.0,-8822300283999198673,2834.1768799999995,7951.338000000001
285,8,1,146,444,5208.111999999999,5810.800000000001,10527.624,146.0,444.0,95.0,-8822300284227548277,5600.247520000001,10120.868
286,8,1,850,545,4979.240000000001,5524.0,10070.188,850.0,545.0,120.0,-8822300284182111366,5322.59624,9683.508
287,8,1,942,414,4342.968,4998.879999999999,9284.856,942.0,414.0,19.0,-8822300284139004553,4813.182879999999,8934.9344
289,8,1,822,443,9619.511999999995,2873.76,7824.624000000001,822.0,443.0,271.0,-8822300284469878469,2717.2675200000003,7623.460800000001
291,8,1,789,438,10393.264,3000.3200000000006,8185.3640000000005,789.0,438.0,212.0,-8822300284065606466,2836.6127200000005,7975.341600000001
292,8,1,591,419,10396.792,2987.96,7887.455999999999,591.0,419.0,3.0,-8822300284157645337,2830.21088,7678.2988
293,8,1,413,418,5137.831999999999,5718.4800000000005,10492.603999999998,413.0,418.0,16.0,-8822300284135509406,5508.627920000001,10092.310399999997
294,8,1,58,418,1236.2560000000003,1217.84,18766.164,58.0,418.0,194.0,-8822300284081917152,842.5167199999999,18680.9152
295,8,1,528,416,27450.079999999998,5225.560000000001,12087.68,528.0,416.0,17.0,-8822300284136674455,4983.806400000001,11721.890800000001
297,8,1,442,527,5369.223999999999,5943.759999999999,10976.152,442.0,527.0,105.0,-8822300284201917199,5724.236959999999,10560.0888
298,8,1,236,396,10334.408,3027.68,7994.284,236.0,396.0,88.0,-8822300284219392934,2867.79432,7782.346399999999
299,8,1,882,393,4920.328000000001,5379.08,10237.740000000002,882.0,393.0,70.0,-8822300284235703620,5174.3252,9861.204400000002
300,8,1,205,392,5929.896000000001,6587.680000000001,12032.055999999999,205.0,392.0,111.0,-8822300284208907493,6347.038880000001,11570.918399999999
301,8,1,28,389,1308.8319999999999,1358.96,19047.956,28.0,389.0,22.0,-8822300284142499700,978.00088,18952.8288
302,8,1,472,368,12777.800000000003,3667.6000000000004,9837.492,472.0,368.0,190.0,-8822300283965412252,3470.8501600000004,9580.76
304,8,1,31,368,1331.9599999999998,1281.72,20302.556,31.0,368.0,22.0,-8822300284142499700,875.66888,20212.835600000002
305,8,1,913,364,9083.703999999998,2696.6799999999994,7084.036,913.0,364.0,174.0,-8822300283984053036,2554.9992799999995,6895.2684
306,8,1,558,653,5913.319999999999,6479.839999999999,12305.960000000001,558.0,653.0,68.0,-8822300284233373522,6233.720799999999,11852.371200000001
307,8,1,177,364,5423.207999999999,5990.5199999999995,10806.628000000002,177.0,364.0,158.0,-8822300284002693820,5774.3874399999995,10387.291600000002
308,8,1,322,444,5266.631999999999,5866.52,10753.724000000002,322.0,444.0,112.0,-8822300284172790974,5651.44552,10343.067600000002
309,8,1,939,444,1158.6399999999999,1145.36,18281.052000000003,939.0,444.0,241.0,-8822300284024829751,779.7389599999999,18200.876800000002
310,8,1,558,446,5947.2559999999985,6527.080000000002,12270.123999999998,558.0,446.0,77.0,-8822300284243858963,6281.677520000002,11813.228399999998
312,8,1,264,525,5461.9039999999995,5986.24,11116.639999999998,264.0,525.0,228.0,-8822300284046965682,5763.9072,10697.603199999998
313,8,1,383,524,5447.512,6083.159999999999,11327.168000000001,383.0,524.0,143.0,-8822300284022499653,5856.616639999999,10901.346800000001
315,8,1,469,522,5437.599999999999,5916.800000000001,11217.484,469.0,522.0,167.0,-8822300283975897693,5692.450320000001,10803.308
317,8,1,176,518,10660.384,3067.7600000000007,8199.439999999997,176.0,518.0,96.0,-8822300284191431758,2903.7712000000006,7984.696799999997
318,8,1,472,500,10626.728000000003,3068.2400000000007,8371.48,472.0,500.0,167.0,-8822300283975897693,2900.8104000000008,8156.7032
319,8,1,648,500,10505.096,3100.7600000000007,8436.352,648.0,500.0,73.0,-8822300284239198767,2932.0329600000005,8219.2988
322,8,1,499,496,5402.543999999999,5900.040000000001,11058.160000000002,499.0,496.0,43.0,-8822300284129684161,5678.876800000001,10645.157200000001
323,8,1,851,492,1266.7759999999998,1271.92,20321.052000000003,851.0,492.0,135.0,-8822300284013179261,865.49896,20232.017600000003
325,8,1,619,472,296.01599999999996,20457.04,25576.568,619.0,472.0,147.0,-8822300283989878281,19945.50864,24144.5752
326,8,1,325,472,5277.776000000001,5836.4400000000005,10820.364000000001,325.0,472.0,39.0,-8822300284125023965,5620.03272,10411.8132
327,8,1,28,472,1252.2720000000002,1207.2400000000002,18375.572,28.0,472.0,142.0,-8822300284021334604,839.7285600000002,18291.0652
329,8,1,849,468,5009.424000000001,5553.960000000002,10244.268,849.0,468.0,135.0,-8822300284013179261,5349.074640000002,9855.4908
330,8,1,941,466,8839.544,2637.1599999999994,7143.876000000001,941.0,466.0,241.0,-8822300284024829751,2494.2824799999994,6959.274800000001
331,8,1,823,466,10775.912000000002,3128.4399999999987,8552.496,823.0,466.0,271.0,-8822300284469878469,2957.3900799999988,8333.5052
332,8,1,470,653,10559.864,3049.16,8455.460000000001,470.0,653.0,144.0,-8822300283986383134,2880.0508,8242.018800000002
333,8,1,350,884,9986.2,2793.4,7618.040000000001,350.0,884.0,62.0,-8822300284114538524,2641.0392,7422.502
334,8,1,616,653,5260.584,5819.439999999999,10850.624,616.0,653.0,153.0,-8822300283996868575,5602.427519999998,10443.2632
336,8,1,646,936,1203.888,1176.96,18973.564,646.0,936.0,168.0,-8822300283977062742,797.4887200000001,18891.176799999997
338,8,1,204,936,1176.7279999999998,1165.6,18361.087999999996,204.0,936.0,238.0,-8822300284058616172,798.37824,18279.495999999996
339,8,1,349,936,1181.656,1136.1600000000003,17981.920000000002,349.0,936.0,130.0,-8822300284007354016,776.5216000000003,17902.3888
341,8,1,816,917,13835.192,4859.56,4622.232,816.0,917.0,33.0,-8822300284118033671,4767.115360000001,4282.0628
343,8,1,528,914,1228.528,1212.16,18922.904000000002,528.0,914.0,204.0,-8822300284093567642,833.70192,18838.0528
345,8,1,614,908,15845.871999999998,5673.4000000000015,5188.263999999999,614.0,908.0,92.0,-8822300284224053130,5569.634720000002,4791.125999999999
346,8,1,321,855,1312.5280000000002,1226.5600000000002,19261.544,321.0,855.0,108.0,-8822300284205412346,841.3291200000001,19175.684800000003
349,8,1,617,886,10203.088000000002,2827.92,7703.720000000001,617.0,886.0,92.0,-8822300284224053130,2673.8456,7505.7656000000015
352,8,1,113,861,15571.359999999999,5627.2,5376.487999999999,113.0,861.0,220.0,-8822300284074926858,5519.6702399999995,4982.583999999999
353,8,1,352,860,9630.152,2727.9999999999995,7364.263999999999,352.0,860.0,62.0,-8822300284114538524,2580.7147199999995,7173.303999999999
355,8,1,381,858,1258.712,1204.92,18795.539999999997,381.0,858.0,269.0,-8822300284467548371,829.0092000000002,18711.195599999995
356,8,1,380,937,4873.736,5093.200000000001,9801.179999999998,380.0,937.0,25.0,-8822300284145994847,4897.1764,9444.655999999999
357,8,1,529,937,1213.072,1168.4400000000003,18198.228000000003,529.0,937.0,204.0,-8822300284093567642,804.4754400000002,18116.437200000004
358,8,1,440,938,4836.664,5058.76,9565.083999999999,440.0,938.0,218.0,-8822300284072596760,4867.458320000001,9210.9708
359,8,1,498,938,4808.048000000001,5076.519999999999,9636.416,498.0,938.0,122.0,-8822300284184441464,4883.791679999998,9281.059599999999
360,8,1,296,345,5173.279999999999,5656.719999999999,10244.336,296.0,345.0,211.0,-8822300284064441417,5451.833279999999,9848.3656
364,8,1,440,962,1155.8400000000001,1122.3199999999997,17264.928,440.0,962.0,218.0,-8822300284072596760,777.0214399999998,17186.3656
366,8,1,203,960,13530.327999999996,4820.720000000001,4644.400000000001,203.0,960.0,238.0,-8822300284058616172,4727.832000000001,4306.949600000001
368,8,1,145,959,13180.944000000001,4611.56,4457.400000000001,145.0,959.0,53.0,-8822300284104053083,4522.412,4134.590800000001
370,8,1,173,858,1196.104,1152.9200000000003,17670.752000000004,173.0,858.0,87.0,-8822300284218227885,799.5049600000002,17590.047600000005
372,8,1,176,654,10391.304,3015.24,8225.007999999998,176.0,654.0,160.0,-8822300283967742350,2850.7398399999997,8013.941199999998
373,8,1,203,702,10504.704000000002,3044.9600000000005,8273.22,203.0,702.0,48.0,-8822300284098227838,2879.4956000000006,8060.072799999999
374,8,1,264,754,5383.6720000000005,5730.680000000001,10868.984,264.0,754.0,69.0,-8822300284234538571,5513.300320000001,10467.8364
375,8,1,500,732,5859.951999999998,6317.92,11946.376,500.0,732.0,219.0,-8822300284073761809,6078.99248,11504.1216
380,8,1,117,727,5200.4400000000005,5615.279999999999,10674.232,117.0,727.0,46.0,-8822300284133179308,5401.795359999999,10281.1624
381,8,1,618,704,5232.919999999998,5745.919999999999,10753.112000000001,618.0,704.0,185.0,-8822300283959587007,5530.857759999999,10350.8976
382,8,1,294,704,5428.08,5783.880000000001,10848.991999999998,294.0,704.0,81.0,-8822300284211237591,5566.900160000001,10444.120399999998
384,8,1,968,701,5065.871999999999,5430.719999999999,9984.508000000002,968.0,701.0,221.0,-8822300284076091907,5231.029839999999,9604.357600000001
385,8,1,558,836,5038.0960000000005,5439.04,9990.152,558.0,836.0,251.0,-8822300284036480241,5239.23696,9609.4192
386,8,1,204,682,9916.815999999999,8757.279999999999,2839.6800000000003,204.0,682.0,48.0,-8822300284098227838,8700.486399999998,2226.6704000000004
387,8,1,498,681,10117.072,2936.32,8020.736,498.0,681.0,237.0,-8822300284057451123,2775.90528,7815.1936
388,8,1,144,680,10063.368000000002,2925.28,7859.644000000001,144.0,680.0,252.0,-8822300284037645290,2768.08712,7654.8744000000015
389,8,1,972,680,1226.12,1228.72,18894.208000000002,972.0,680.0,221.0,-8822300284076091907,850.83584,18808.197600000003
390,8,1,587,679,1329.1039999999998,1299.6000000000004,20792.564000000002,587.0,679.0,21.0,-8822300284141334651,883.7487200000003,20701.592
392,8,1,412,677,5218.136000000001,5616.039999999999,10497.432,412.0,677.0,145.0,-8822300283987548183,5406.091359999999,10104.309200000002
393,8,1,761,676,5317.3679999999995,5776.239999999999,10725.776000000002,761.0,676.0,159.0,-8822300284003858869,5561.724479999999,10321.439200000003
394,8,1,588,657,10330.88,3005.12,8197.74,588.0,657.0,21.0,-8822300284141334651,2841.1652,7987.3816
395,8,1,759,656,1545.7679999999998,1563.5600000000004,25302.052,759.0,656.0,159.0,-8822300284003858869,1057.5189600000003,25192.6028
397,8,1,411,757,1447.208,1420.2800000000002,21989.500000000007,411.0,757.0,4.0,-8822300284158810386,980.49,21890.080400000006
398,8,1,470,758,5168.127999999999,5663.8,10506.068,470.0,758.0,41.0,-8822300284127354063,5453.67864,10109.601999999999
400,8,1,260,836,6084.400000000001,6276.520000000001,11997.104000000001,260.0,836.0,197.0,-8822300284085412299,6036.5779200000015,11557.7476
401,8,1,618,836,5532.352000000001,5997.640000000001,11108.480000000001,618.0,836.0,152.0,-8822300283995703526,5775.470400000001,10688.6452
402,8,1,204,834,1270.752,1226.04,18760.928,204.0,834.0,210.0,-8822300284063276368,850.8214399999999,18675.105199999998
403,8,1,759,833,9207.688,2556.5199999999995,6919.680000000001,759.0,833.0,67.0,-8822300284232208473,2418.1263999999996,6740.723600000001
404,8,1,589,833,5350.632,5734.96,10004.092000000002,589.0,833.0,13.0,-8822300284169295827,5534.87816,9602.644800000002
405,8,1,350,833,5395.375999999998,5875.16,10968.060000000001,350.0,833.0,138.0,-8822300284016674408,5655.7988,10556.7988
406,8,1,57,832,1395.4640000000002,1449.4800000000002,20964.264000000003,57.0,832.0,146.0,-8822300283988713232,1030.1947200000002,20862.800400000004
407,8,1,114,831,9115.175999999998,2587.96,7227.652000000001,114.0,831.0,97.0,-8822300284192596807,2443.4069600000003,7046.494800000001
408,8,1,411,830,9821.784000000001,2863.3599999999997,7708.140000000001,411.0,830.0,226.0,-8822300284044635584,2709.1971999999996,7507.704800000001
409,8,1,881,813,210.39199999999997,13893.599999999999,16593.631999999998,881.0,813.0,179.0,-8822300283952596713,13561.727359999999,15621.079999999998
410,8,1,759,810,9512.776,2694.44,7219.492000000001,759.0,810.0,67.0,-8822300284232208473,2550.0501600000002,7030.881200000001
411,8,1,647,810,5290.375999999999,5811.639999999999,10699.392,647.0,810.0,217.0,-8822300284071431711,5597.65216,10292.5772
413,8,1,113,809,8810.535999999998,2535.0400000000004,7027.255999999999,113.0,809.0,97.0,-8822300284192596807,2394.49488,6849.803199999999
414,8,1,293,808,4795.223999999999,5175.999999999999,9519.320000000002,293.0,808.0,47.0,-8822300284134344357,4985.613599999999,9157.000000000002
415,8,1,322,806,9747.639999999998,2756.6000000000004,7588.868,322.0,806.0,102.0,-8822300284198422052,2604.8226400000003,7395.906
416,8,1,202,805,9838.639999999998,2752.28,7506.043999999999,202.0,805.0,124.0,-8822300284186771562,2602.1591200000003,7313.384399999999
417,8,1,144,805,4663.7919999999995,4983.8,9270.712,144.0,805.0,163.0,-8822300283971237497,4798.38576,8921.846
418,8,1,788,786,9408.392,2708.1600000000003,7238.6,788.0,786.0,198.0,-8822300284086577348,2563.3880000000004,7049.0288
419,8,1,263,782,1305.8639999999998,1273.3999999999999,20263.931999999997,263.0,782.0,58.0,-8822300284109878328,868.1213599999999,20174.793999999998
420,8,1,763,361,5609.351999999999,6270.6,11747.815999999999,763.0,361.0,128.0,-8822300284005023918,6035.64368,11308.873999999998
423,8,1,558,321,11919.711999999998,3426.7600000000007,9177.892,558.0,321.0,248.0,-8822300284032985094,3243.2021600000007,8938.0188
426,8,1,293,291,1508.2479999999996,1490.6,23515.41999999999,293.0,291.0,175.0,-8822300283985218085,1020.2916,23411.07799999999
427,8,1,56,292,19459.384,7209.6,6693.852,56.0,292.0,59.0,-8822300284111043377,7075.72296,6189.179999999999
429,8,1,325,318,10631.879999999997,3104.96,8125.388000000001,325.0,318.0,90.0,-8822300284221723032,2942.45224,7908.040800000001
430,8,1,444,319,11287.472,3272.959999999999,8585.136,444.0,319.0,183.0,-8822300283957256909,3101.257279999999,8356.0288
431,8,1,850,334,9559.032,2764.4800000000005,7583.156000000001,850.0,334.0,247.0,-8822300284031820045,2612.8168800000003,7389.642400000001
432,8,1,382,338,10694.543999999998,3150.24,8187.948000000001,382.0,338.0,98.0,-8822300284193761856,2986.4810399999997,7967.431200000001
434,8,1,60,341,5148.808000000001,5714.32,10340.08,60.0,341.0,257.0,-8822300284453567783,5507.5184,9940.0776
436,8,1,324,342,5428.7519999999995,5915.759999999999,10488.592,324.0,342.0,90.0,-8822300284221723032,5705.988159999999,10074.488800000001
437,8,1,84,907,8835.176,10221.039999999999,11979.355999999998,84.0,907.0,136.0,-8822300284014344310,9981.452879999999,11263.883199999998
438,8,1,762,338,16114.279999999999,3706.6800000000003,9038.628000000002,762.0,338.0,128.0,-8822300284005023918,3525.9074400000004,8779.160400000002
439,8,1,591,318,263.70399999999995,16565.28,19162.536000000007,591.0,318.0,229.0,-8822300284048130731,16182.029279999999,18002.96640000001
440,8,1,264,492,20141.183999999997,4073.28,8775.332,264.0,492.0,182.0,-8822300283956091860,3897.77336,8490.2024
441,8,1,88,440,19370.344000000005,3943.1600000000003,8481.503999999999,88.0,440.0,266.0,-8822300284464053224,3773.5299200000004,8205.4828
442,8,1,911,784,14562.631999999996,5378.719999999998,4982.496,911.0,784.0,99.0,-8822300284194926905,5279.070079999999,4605.9856
443,8,1,90,316,17010.447999999993,6412.800000000001,5783.74,90.0,316.0,23.0,-8822300284143664749,6297.125200000001,5334.844
444,8,1,324,525,1446.536,1384.7600000000002,22071.44,324.0,525.0,6.0,-8822300284161140484,943.3312000000003,21974.5068
446,8,1,496,960,15395.800000000003,5438.560000000001,5105.44,496.0,960.0,122.0,-8822300284184441464,5336.451200000001,4724.7408
447,8,1,114,549,17826.144,6626.24,6123.739999999999,114.0,549.0,192.0,-8822300284079587054,6503.7652,5659.903199999999
448,8,1,235,573,1444.5200000000004,1418.52,22230.084000000006,235.0,573.0,2.0,-8822300284156480288,973.9183199999998,22130.787600000007
449,8,1,646,628,18026.736000000004,6898.800000000001,6412.6720000000005,646.0,628.0,184.0,-8822300283958421958,6770.546560000001,5929.756
450,8,1,941,760,16759.791999999998,3220.24,7147.412,941.0,760.0,230.0,-8822300284049295780,3077.2917599999996,6921.9952
451,8,1,27,804,14349.327999999996,5187.88,4938.432,27.0,804.0,272.0,-8822300284433761950,5089.11136,4575.2804
454,8,1,28,649,4644.1359999999995,5006.000000000001,9416.028,28.0,649.0,54.0,-8822300284105218132,4817.679440000001,9065.608
457,8,1,234,418,10400.936,3037.6000000000004,8083.976000000001,234.0,418.0,88.0,-8822300284219392934,2875.92048,7871.344000000001
458,8,1,176,497,5855.584,6419.6,11913.396000000002,176.0,497.0,96.0,-8822300284191431758,6181.33208,11464.024000000003
459,8,1,562,342,10645.431999999999,3142.7599999999993,8257.375999999998,562.0,342.0,248.0,-8822300284032985094,2977.6124799999993,8037.3827999999985
460,8,1,355,316,10288.32,3036.6800000000003,7883.307999999998,355.0,316.0,187.0,-8822300283961917105,2879.0138400000005,7670.740399999998
461,8,1,381,753,1438.3040000000003,1283.2000000000003,19442.628,381.0,753.0,126.0,-8822300284189101660,894.3474400000002,19352.804
462,8,1,647,727,1353.408,1331.64,21707.980000000003,647.0,727.0,261.0,-8822300284458227979,897.4804,21614.7652
464,8,1,438,786,5509.784000000001,5929.120000000001,11026.880000000001,438.0,786.0,227.0,-8822300284045800633,5708.582400000001,10611.841600000002
465,8,1,263,803,1348.9280000000003,1293.8400000000004,20554.428,263.0,803.0,58.0,-8822300284109878328,882.7514400000003,20463.8592
466,8,1,323,834,1286.9920000000002,1275.6,19831.724000000002,323.0,834.0,108.0,-8822300284205412346,878.9655199999999,19742.432
470,8,1,848,786,1259.9440000000002,1247.72,19373.54,848.0,786.0,242.0,-8822300284025994800,860.2492,19286.1996
471,8,1,876,886,14048.104000000001,4957.719999999998,4752.792,876.0,886.0,206.0,-8822300284095897740,4862.664159999998,4405.7516000000005
472,8,1,847,913,1011.8639999999999,980.9199999999998,15799.119999999995,847.0,913.0,28.0,-8822300284149489994,664.9376,15730.455599999996
